Time,rotX,rotY,rotZ,DT,Hour
1573584495743.0,-0.14345962,0.24621613,-0.42716590000000004,2019-11-12 12:48:15.743000-06:00,2019-11-12 12:00
1573584495793.0,0.15938929,0.1659776,-0.5361305000000001,2019-11-12 12:48:15.793000-06:00,2019-11-12 12:00
1573584495843.0,0.24621151,0.11590134,-0.57880443,2019-11-12 12:48:15.843000-06:00,2019-11-12 12:00
1573584495893.0,0.20293997,0.12014874,-0.5253392,2019-11-12 12:48:15.893000-06:00,2019-11-12 12:00
1573584495943.0,0.12793928,0.14663932,-0.4144285,2019-11-12 12:48:15.943000-06:00,2019-11-12 12:00
1573584495993.0,-0.18420285,0.11660562,-0.28904498,2019-11-12 12:48:15.993000-06:00,2019-11-12 12:00
1573584496043.0,-0.43066436,0.10429196,-0.04095976,2019-11-12 12:48:16.043000-06:00,2019-11-12 12:00
1573584496093.0,-0.6565206,0.048143282999999995,0.18678770000000003,2019-11-12 12:48:16.093000-06:00,2019-11-12 12:00
1573584496143.0,-0.79418486,-0.14233635,0.24351494,2019-11-12 12:48:16.143000-06:00,2019-11-12 12:00
1573584496193.0,-0.34832573,-0.5501884,0.18018492,2019-11-12 12:48:16.193000-06:00,2019-11-12 12:00
1573584496243.0,0.19436926,-0.60162026,-0.099874906,2019-11-12 12:48:16.243000-06:00,2019-11-12 12:00
1573584496293.0,0.16231024,-0.53358346,-0.42528415,2019-11-12 12:48:16.293000-06:00,2019-11-12 12:00
1573584496343.0,0.20890245,-0.5638484,-0.5564456999999999,2019-11-12 12:48:16.343000-06:00,2019-11-12 12:00
1573584496393.0,0.50025785,-0.43176943,-0.48914373,2019-11-12 12:48:16.393000-06:00,2019-11-12 12:00
1573584496443.0,0.6404116,-0.29101554,-0.36672825,2019-11-12 12:48:16.443000-06:00,2019-11-12 12:00
1573584496493.0,0.37327388,-0.20852347,-0.31260625,2019-11-12 12:48:16.493000-06:00,2019-11-12 12:00
1573584496543.0,0.03295478,-0.07127594,-0.22724055,2019-11-12 12:48:16.543000-06:00,2019-11-12 12:00
1573584496593.0,-0.15291992,0.09448071,-0.03013473,2019-11-12 12:48:16.593000-06:00,2019-11-12 12:00
1573584496643.0,-0.17620488,0.22870299,0.16134948,2019-11-12 12:48:16.643000-06:00,2019-11-12 12:00
1573584496693.0,0.02143645,0.30736090000000005,0.3440797,2019-11-12 12:48:16.693000-06:00,2019-11-12 12:00
1573584496743.0,0.15299176,0.34171703,0.49378145,2019-11-12 12:48:16.743000-06:00,2019-11-12 12:00
1573584496793.0,0.15127239,0.22916713,0.5479276999999999,2019-11-12 12:48:16.793000-06:00,2019-11-12 12:00
1573584496843.0,-0.19041455,0.08752782,0.40560877,2019-11-12 12:48:16.843000-06:00,2019-11-12 12:00
1573584496893.0,-0.5040680999999999,0.09859927,0.182098,2019-11-12 12:48:16.893000-06:00,2019-11-12 12:00
1573584496943.0,-0.034529593,-0.11644501,0.25522104,2019-11-12 12:48:16.943000-06:00,2019-11-12 12:00
1573584496993.0,0.7435061,-0.36368576,0.65770376,2019-11-12 12:48:16.993000-06:00,2019-11-12 12:00
1573584497043.0,0.44818297,-0.16225114,0.5890503,2019-11-12 12:48:17.043000-06:00,2019-11-12 12:00
1573584497093.0,-0.005628984399999999,0.09220741,0.118586585,2019-11-12 12:48:17.093000-06:00,2019-11-12 12:00
1573584497143.0,0.0153387645,-0.022515202,-0.029816885,2019-11-12 12:48:17.143000-06:00,2019-11-12 12:00
1573584497193.0,-0.1668853,0.050250776,0.14455593,2019-11-12 12:48:17.193000-06:00,2019-11-12 12:00
1573584497242.0,-0.25826883,0.2634703,0.41273814,2019-11-12 12:48:17.242000-06:00,2019-11-12 12:00
1573584497292.0,-0.22703099,0.20502633,0.65473664,2019-11-12 12:48:17.292000-06:00,2019-11-12 12:00
1573584497342.0,-0.07658876,0.2469013,0.8324200999999999,2019-11-12 12:48:17.342000-06:00,2019-11-12 12:00
1573584497393.0,0.17819124,0.35901308,0.9328146999999999,2019-11-12 12:48:17.393000-06:00,2019-11-12 12:00
1573584497443.0,0.18697663,0.4225786,0.9349367000000001,2019-11-12 12:48:17.443000-06:00,2019-11-12 12:00
1573584497493.0,0.16845924,0.53067064,0.9649205,2019-11-12 12:48:17.493000-06:00,2019-11-12 12:00
1573584497543.0,0.20110105,0.61419386,1.0472864,2019-11-12 12:48:17.543000-06:00,2019-11-12 12:00
1573584497593.0,-0.03288729,0.65109295,1.0774397,2019-11-12 12:48:17.593000-06:00,2019-11-12 12:00
1573584497643.0,-0.29213962,0.51438427,1.060101,2019-11-12 12:48:17.643000-06:00,2019-11-12 12:00
1573584497693.0,-0.26708004,0.41682953,0.91656375,2019-11-12 12:48:17.693000-06:00,2019-11-12 12:00
1573584497743.0,-0.42445442,0.35118467,0.6701273,2019-11-12 12:48:17.743000-06:00,2019-11-12 12:00
1573584497793.0,-0.8418131999999999,0.11557713,0.42862403,2019-11-12 12:48:17.793000-06:00,2019-11-12 12:00
1573584497843.0,-1.1144388,-0.21203947,0.1533453,2019-11-12 12:48:17.843000-06:00,2019-11-12 12:00
1573584497893.0,-0.6369599,-0.082769334,0.16869164,2019-11-12 12:48:17.893000-06:00,2019-11-12 12:00
1573584497943.0,-0.1393434,0.31724367,0.51418614,2019-11-12 12:48:17.943000-06:00,2019-11-12 12:00
1573584497993.0,-0.18435536,0.3526187,0.91879207,2019-11-12 12:48:17.993000-06:00,2019-11-12 12:00
